customer_id,dwelling_type,household_size,tariff_plan,solar_kw,battery_kwh,ev_owner,smart_thermostat,has_solar
100566,Townhouse,3,A1,3,0,0,0,1
100567,House,5,Solar,3,0,0,0,1
100568,Townhouse,4,EVPlan,6,0,0,0,1
100569,Apartment,3,A1,10,0,0,0,1
100570,House,2,MiddaySaver,3,5,0,0,1
100571,House,2,MiddaySaver,0,0,0,0,0
100572,Apartment,3,MiddaySaver,6,0,0,0,1
100573,House,3,MiddaySaver,0,0,0,0,0
100574,House,5,Solar,0,0,0,0,0
100575,House,5,Solar,6,0,0,1,1
100576,House,2,A1,0,0,1,0,0
100577,Apartment,4,EVPlan,0,5,0,0,0
100578,House,2,EVPlan,0,0,0,0,0
100579,House,4,A1,6,5,0,0,1
100580,House,4,MiddaySaver,0,0,0,0,0
100581,Townhouse,5,EVPlan,3,0,1,1,1
100582,Townhouse,1,EVPlan,0,0,0,1,0
100583,Apartment,1,A1,3,0,0,0,1
100584,Apartment,3,MiddaySaver,3,0,0,0,1
100585,Apartment,5,Solar,0,0,0,0,0
100586,House,4,Solar,0,0,1,0,0
100587,Townhouse,1,EVPlan,0,0,0,0,0
100588,Townhouse,4,Solar,10,0,0,0,1
100589,Apartment,1,A1,0,0,0,0,0
100590,Townhouse,1,EVPlan,6,0,0,0,1
100591,Apartment,1,EVPlan,0,0,0,0,0
100592,House,5,MiddaySaver,3,0,0,0,1
100593,Townhouse,2,Solar,3,0,0,0,1
100594,House,4,MiddaySaver,3,5,0,0,1
100595,House,5,EVPlan,10,5,0,0,1
100596,Townhouse,5,Solar,0,0,1,1,0
100597,Apartment,5,MiddaySaver,0,0,0,1,0
100598,Townhouse,5,Solar,3,0,0,0,1
100599,House,5,EVPlan,3,0,0,0,1
100600,Apartment,3,EVPlan,0,0,0,0,0
100601,House,4,EVPlan,0,0,1,0,0
100602,Apartment,5,A1,0,0,0,0,0
100603,Townhouse,4,MiddaySaver,0,0,0,0,0
100604,House,3,MiddaySaver,0,0,0,0,0
100605,Apartment,3,EVPlan,0,0,0,0,0
100606,Apartment,4,MiddaySaver,3,0,1,1,1
100607,Townhouse,1,EVPlan,0,0,1,0,0
100608,Apartment,2,MiddaySaver,0,0,0,0,0
100609,Apartment,1,Solar,0,0,1,0,0
100610,House,1,MiddaySaver,0,0,0,0,0
100611,Townhouse,1,EVPlan,3,0,0,0,1
100612,Townhouse,5,MiddaySaver,6,0,0,0,1
100613,House,3,Solar,0,0,0,0,0
100614,House,1,Solar,3,0,0,1,1
100615,House,3,Solar,6,0,0,0,1
100616,Apartment,4,EVPlan,3,5,0,1,1
100617,Townhouse,2,A1,0,0,0,0,0
100618,Townhouse,4,EVPlan,10,0,0,0,1
100619,Townhouse,4,Solar,0,0,0,0,0
100620,Apartment,5,MiddaySaver,0,0,0,0,0
100621,Townhouse,2,Solar,0,0,0,0,0
100622,Townhouse,4,A1,0,5,0,0,0
100623,Townhouse,4,A1,0,0,0,0,0
100624,Townhouse,2,Solar,0,10,0,0,0
100625,House,2,EVPlan,0,5,0,0,0
100626,Apartment,4,A1,3,0,0,0,1
100627,Townhouse,2,Solar,6,5,0,0,1
100628,Townhouse,4,EVPlan,0,0,0,0,0
100629,Townhouse,4,MiddaySaver,6,0,0,0,1
100630,Townhouse,5,EVPlan,6,0,0,0,1
100631,Townhouse,1,A1,3,0,0,0,1
100632,House,4,EVPlan,0,0,0,0,0
100633,House,3,EVPlan,3,0,0,1,1
100634,Apartment,1,MiddaySaver,6,0,0,0,1
100635,Apartment,1,Solar,3,0,0,0,1
100636,Townhouse,1,EVPlan,0,0,0,0,0
100637,Townhouse,5,MiddaySaver,0,5,0,0,0
100638,House,4,A1,0,0,0,0,0
100639,Apartment,5,Solar,0,0,0,0,0
100640,Townhouse,4,A1,0,0,0,0,0
100641,Townhouse,5,Solar,0,0,0,0,0
100642,Townhouse,5,EVPlan,3,0,0,1,1
100643,Apartment,3,EVPlan,6,0,0,0,1
100644,House,5,Solar,0,0,0,0,0
100645,House,2,A1,10,0,0,0,1
100646,Townhouse,3,A1,0,5,0,0,0
100647,Townhouse,5,A1,3,0,0,0,1
100648,Townhouse,1,EVPlan,3,0,0,0,1
100649,Townhouse,2,Solar,3,0,0,0,1
100650,Townhouse,2,Solar,6,0,0,0,1
100651,Apartment,2,A1,0,0,0,1,0
100652,House,3,EVPlan,6,0,0,0,1
100653,Apartment,5,Solar,0,0,0,0,0
100654,Apartment,5,Solar,3,0,0,0,1
100655,Townhouse,1,A1,3,0,0,1,1
100656,Apartment,1,A1,3,0,0,0,1
100657,House,2,Solar,0,0,0,1,0
100658,Townhouse,1,EVPlan,6,0,0,0,1
100659,House,3,MiddaySaver,0,0,0,0,0
100660,Apartment,5,Solar,0,0,0,0,0
100661,Townhouse,2,Solar,3,0,0,0,1
100662,House,1,EVPlan,0,0,0,0,0
100663,House,3,Solar,3,0,0,0,1
100664,Townhouse,3,MiddaySaver,0,0,0,0,0
100665,House,1,EVPlan,0,0,0,0,0
100666,Townhouse,5,MiddaySaver,3,5,0,0,1
100667,Townhouse,1,MiddaySaver,0,0,0,1,0
100668,Apartment,2,Solar,0,0,0,1,0
100669,House,1,MiddaySaver,3,5,1,0,1
100670,Townhouse,3,Solar,0,0,0,1,0
100671,Apartment,1,Solar,0,0,0,0,0
100672,Apartment,5,EVPlan,0,0,0,0,0
100673,Townhouse,4,EVPlan,3,0,0,0,1
100674,Townhouse,1,EVPlan,3,0,0,0,1
100675,House,5,Solar,3,0,0,0,1
100676,House,5,MiddaySaver,0,0,0,0,0
100677,House,3,MiddaySaver,3,0,0,0,1
100678,Townhouse,5,EVPlan,3,0,0,0,1
100679,Apartment,5,EVPlan,3,0,0,1,1
100680,Apartment,5,Solar,0,0,0,1,0
100681,Townhouse,5,A1,6,0,0,0,1
100682,House,2,A1,3,0,0,0,1
100683,Apartment,2,Solar,0,0,0,0,0
100684,Apartment,3,A1,0,0,0,0,0
100685,House,1,A1,6,0,0,0,1
100686,Apartment,5,A1,0,5,0,0,0
100687,House,1,EVPlan,10,0,0,0,1
100688,Apartment,1,MiddaySaver,3,0,0,0,1
100689,Apartment,3,MiddaySaver,0,0,0,1,0
100690,Apartment,5,EVPlan,0,0,0,1,0
100691,House,5,EVPlan,0,0,0,0,0
100692,Apartment,4,EVPlan,6,0,0,0,1
100693,Apartment,1,A1,0,5,0,1,0
100694,Apartment,1,Solar,3,0,0,0,1
100695,Townhouse,2,Solar,0,0,0,0,0
100696,Apartment,4,A1,0,0,0,0,0
100697,Apartment,2,A1,0,0,0,0,0
100698,House,2,EVPlan,0,0,1,1,0
100699,House,2,EVPlan,10,5,0,0,1
100700,Townhouse,3,MiddaySaver,0,10,0,0,0
100701,House,3,EVPlan,0,0,0,0,0
100702,House,2,A1,0,0,0,0,0
100703,House,4,MiddaySaver,0,5,0,0,0
100704,Townhouse,1,EVPlan,0,0,0,0,0
100705,Townhouse,4,MiddaySaver,6,0,0,0,1
100706,Apartment,5,MiddaySaver,0,0,0,0,0
100707,Apartment,3,EVPlan,0,0,0,0,0
100708,House,1,Solar,0,0,0,0,0
100709,Apartment,1,A1,10,5,0,0,1
100710,Apartment,5,A1,0,0,1,0,0
100711,Townhouse,5,MiddaySaver,0,0,0,0,0
100712,Townhouse,2,Solar,3,0,0,0,1
100713,Apartment,3,Solar,0,5,0,0,0
100714,Apartment,3,EVPlan,0,0,1,1,0
100715,Apartment,4,EVPlan,0,0,0,0,0
100716,House,2,A1,3,0,0,0,1
100717,Townhouse,2,EVPlan,0,0,0,0,0
100718,Apartment,2,EVPlan,3,0,0,0,1
100719,Apartment,2,MiddaySaver,0,0,0,0,0
100720,House,3,Solar,0,0,0,0,0
100721,Townhouse,3,Solar,0,5,0,0,0
100722,House,2,EVPlan,0,0,0,0,0
100723,House,4,EVPlan,3,0,0,0,1
100724,Apartment,1,EVPlan,0,0,0,0,0
100725,House,1,A1,0,0,0,0,0
100726,House,4,A1,0,0,1,0,0
100727,Apartment,2,MiddaySaver,10,0,0,1,1
100728,Townhouse,3,A1,0,0,0,1,0
100729,Apartment,1,Solar,6,0,0,0,1
100730,Townhouse,5,A1,0,0,0,0,0
100731,House,5,Solar,0,0,0,0,0
100732,House,4,A1,0,0,0,0,0
100733,Apartment,2,A1,0,0,0,0,0
100734,Apartment,1,MiddaySaver,0,0,1,0,0
100735,Apartment,2,EVPlan,0,10,0,0,0
100736,House,1,EVPlan,6,5,0,0,1
100737,House,4,EVPlan,3,0,0,0,1
100738,Townhouse,4,MiddaySaver,3,0,1,0,1
100739,Apartment,5,Solar,0,0,1,0,0
100740,House,2,A1,0,0,1,0,0
100741,Townhouse,5,MiddaySaver,0,0,0,0,0
100742,Apartment,2,Solar,3,0,0,0,1
100743,Apartment,5,MiddaySaver,6,0,0,0,1
100744,Townhouse,3,MiddaySaver,0,0,0,0,0
100745,Townhouse,3,Solar,0,0,0,0,0
100746,Townhouse,3,EVPlan,0,0,0,0,0
100747,House,3,A1,0,0,0,0,0
100748,Apartment,1,EVPlan,0,0,0,0,0
100749,Apartment,3,MiddaySaver,0,0,0,0,0
100750,Townhouse,4,Solar,3,0,0,0,1
100751,House,4,MiddaySaver,0,0,0,0,0
100752,Townhouse,1,EVPlan,0,5,0,0,0
100753,House,3,EVPlan,10,0,0,0,1
100754,Apartment,3,EVPlan,0,0,0,1,0
100755,Apartment,3,A1,0,0,0,0,0
100756,House,5,EVPlan,0,0,0,1,0
100757,Apartment,2,A1,0,0,0,0,0
100758,Apartment,5,A1,0,0,0,1,0
100759,Townhouse,2,EVPlan,3,5,1,0,1
100760,House,3,Solar,0,0,0,1,0
100761,Apartment,3,MiddaySaver,0,0,0,0,0
100762,Apartment,5,MiddaySaver,3,0,0,0,1
100763,House,5,A1,0,0,0,0,0
100764,Apartment,2,A1,6,0,0,1,1
100765,House,4,A1,6,0,0,0,1
100766,House,2,MiddaySaver,0,0,0,0,0
100767,Townhouse,5,A1,3,10,0,0,1
100768,House,5,Solar,0,0,0,0,0
100769,Townhouse,1,Solar,10,0,0,0,1
100770,Apartment,5,A1,0,5,0,0,0
100771,House,1,MiddaySaver,10,0,0,1,1
100772,Townhouse,4,EVPlan,3,10,0,1,1
100773,House,2,MiddaySaver,0,5,0,0,0
100774,Apartment,2,EVPlan,0,5,1,0,0
100775,Townhouse,1,EVPlan,10,0,0,0,1
100776,Townhouse,2,A1,6,0,0,0,1
100777,Townhouse,5,Solar,0,0,1,0,0
100778,Apartment,3,A1,3,10,0,0,1
100779,Townhouse,1,EVPlan,0,0,0,0,0
100780,Apartment,2,A1,0,0,0,1,0
100781,Apartment,1,EVPlan,0,0,0,1,0
100782,House,1,A1,0,0,0,0,0
100783,Apartment,3,Solar,3,0,0,1,1
100784,Townhouse,5,Solar,0,0,0,0,0
100785,Townhouse,1,MiddaySaver,3,0,0,0,1
100786,Apartment,2,EVPlan,0,0,0,0,0
100787,Apartment,4,EVPlan,0,10,0,0,0
100788,House,1,A1,0,0,0,0,0
100789,House,1,MiddaySaver,0,0,0,0,0
100790,Townhouse,3,Solar,0,0,0,0,0
100791,Apartment,5,A1,0,0,1,0,0
100792,Townhouse,4,MiddaySaver,0,0,0,0,0
100793,Apartment,2,Solar,0,5,0,0,0
100794,Townhouse,4,A1,0,0,0,0,0
100795,Townhouse,2,Solar,0,0,0,0,0
100796,Townhouse,5,EVPlan,6,0,0,0,1
100797,Apartment,2,MiddaySaver,6,0,0,0,1
100798,House,3,Solar,0,0,0,1,0
100799,House,3,MiddaySaver,0,0,1,0,0
100800,Apartment,3,A1,0,0,0,0,0
100801,House,3,MiddaySaver,10,0,0,0,1
100802,Townhouse,4,A1,0,0,0,0,0
100803,Apartment,5,MiddaySaver,0,0,0,0,0
100804,Apartment,2,A1,0,0,0,0,0
100805,House,2,A1,0,0,0,1,0
100806,House,3,A1,0,5,0,0,0
100807,Townhouse,3,Solar,3,0,0,0,1
100808,Apartment,1,EVPlan,0,0,0,1,0
100809,House,5,MiddaySaver,0,5,0,0,0
100810,Apartment,4,EVPlan,0,0,1,1,0
100811,Townhouse,2,EVPlan,0,0,0,0,0
100812,Townhouse,1,EVPlan,6,0,1,0,1
100813,Townhouse,1,EVPlan,0,0,0,0,0
100814,Apartment,2,MiddaySaver,3,0,0,0,1
100815,Apartment,4,MiddaySaver,0,0,0,0,0
100816,Apartment,1,EVPlan,0,0,0,0,0
100817,Apartment,1,MiddaySaver,10,0,0,0,1
100818,Apartment,5,MiddaySaver,0,10,0,0,0
100819,Townhouse,4,A1,6,0,1,0,1
100820,Townhouse,1,MiddaySaver,0,0,0,0,0
100821,Townhouse,4,Solar,6,5,0,1,1
100822,House,2,EVPlan,0,0,0,1,0
100823,Townhouse,3,MiddaySaver,0,0,0,0,0
100824,Apartment,1,EVPlan,3,10,0,0,1
100825,Townhouse,5,MiddaySaver,6,0,0,0,1
100826,House,2,EVPlan,6,0,0,0,1
100827,House,4,Solar,3,0,0,1,1
100828,House,2,MiddaySaver,6,0,0,0,1
100829,House,1,MiddaySaver,0,0,0,1,0
100830,House,4,Solar,0,0,0,0,0
100831,Apartment,3,MiddaySaver,0,0,0,0,0
100832,Townhouse,2,EVPlan,0,0,0,1,0
100833,Apartment,1,Solar,0,0,0,0,0
100834,Apartment,5,A1,0,0,0,0,0
100835,House,4,EVPlan,0,0,0,0,0
100836,Townhouse,2,MiddaySaver,3,0,0,0,1
100837,Townhouse,2,EVPlan,0,0,0,0,0
100838,Townhouse,3,Solar,0,0,0,1,0
100839,House,3,MiddaySaver,0,0,0,0,0
100840,Apartment,5,MiddaySaver,3,0,0,1,1
100841,Townhouse,5,Solar,3,5,0,0,1
100842,Apartment,1,A1,0,0,0,0,0
100843,Townhouse,1,MiddaySaver,0,10,0,1,0
100844,Townhouse,5,MiddaySaver,0,0,0,0,0
100845,Townhouse,5,MiddaySaver,0,0,0,0,0
100846,Townhouse,4,A1,0,5,0,0,0
100847,House,3,EVPlan,0,0,0,0,0
100848,House,1,A1,0,0,0,0,0
100849,Apartment,3,EVPlan,0,5,0,1,0
100850,House,3,MiddaySaver,10,5,0,1,1
100851,Townhouse,5,EVPlan,10,10,0,0,1
100852,Apartment,4,EVPlan,0,0,0,0,0
100853,Apartment,2,EVPlan,0,0,0,1,0
100854,Apartment,4,EVPlan,0,0,0,0,0
100855,Townhouse,4,MiddaySaver,0,0,0,0,0
100856,Townhouse,3,Solar,6,5,0,0,1
100857,Apartment,4,A1,0,0,1,0,0
100858,House,1,EVPlan,3,0,0,0,1
100859,Townhouse,3,MiddaySaver,0,0,0,0,0
100860,Townhouse,1,MiddaySaver,10,0,0,0,1
100861,House,2,MiddaySaver,0,10,0,0,0
100862,Apartment,3,MiddaySaver,3,0,0,0,1
100863,House,2,EVPlan,0,0,0,0,0
100864,Townhouse,3,A1,0,5,0,0,0
100865,Apartment,5,MiddaySaver,0,0,0,0,0
100866,Apartment,4,A1,0,0,0,0,0
100867,House,5,A1,6,0,0,1,1
100868,Townhouse,2,A1,6,0,0,1,1
100869,Townhouse,4,Solar,6,0,0,0,1
100870,Apartment,3,MiddaySaver,0,5,0,0,0
100871,Townhouse,4,MiddaySaver,3,0,0,1,1
100872,Apartment,1,MiddaySaver,0,5,0,0,0
100873,Apartment,4,A1,0,5,0,1,0
100874,Apartment,1,MiddaySaver,0,0,0,0,0
100875,Townhouse,4,MiddaySaver,0,0,0,0,0
100876,House,1,A1,0,0,0,0,0
100877,Apartment,2,MiddaySaver,0,0,0,0,0
100878,House,5,EVPlan,0,5,0,0,0
100879,House,3,Solar,3,0,0,0,1
100880,House,4,EVPlan,0,0,0,0,0
100881,House,5,EVPlan,0,0,0,0,0
100882,House,3,EVPlan,0,0,0,0,0
100883,Apartment,3,A1,0,0,0,0,0
100884,Townhouse,1,MiddaySaver,0,0,0,0,0
100885,House,2,EVPlan,0,0,0,0,0
100886,Townhouse,2,EVPlan,0,0,0,0,0
100887,Townhouse,5,MiddaySaver,3,0,1,0,1
100888,Apartment,2,A1,0,0,0,0,0
100889,House,4,EVPlan,3,0,0,0,1
100890,Townhouse,2,MiddaySaver,0,0,0,1,0
100891,Townhouse,5,MiddaySaver,0,0,0,0,0
100892,House,2,Solar,3,0,0,0,1
100893,Apartment,4,EVPlan,0,5,0,0,0
100894,Apartment,1,EVPlan,0,0,0,0,0
100895,House,5,Solar,6,0,0,0,1
100896,Townhouse,1,MiddaySaver,0,5,0,1,0
100897,Apartment,1,MiddaySaver,3,5,0,0,1
100898,Apartment,1,EVPlan,0,0,1,0,0
100899,Townhouse,3,EVPlan,3,0,1,1,1
100900,Townhouse,3,Solar,0,0,0,0,0
100901,Townhouse,1,EVPlan,0,0,0,0,0
100902,Townhouse,5,EVPlan,0,5,0,0,0
100903,House,4,A1,0,0,0,0,0
100904,Townhouse,4,Solar,0,0,0,0,0
100905,Apartment,2,MiddaySaver,0,0,0,0,0
100906,Townhouse,5,EVPlan,0,0,0,0,0
100907,Townhouse,3,MiddaySaver,0,0,0,0,0
100908,House,1,EVPlan,0,5,0,1,0
100909,House,2,A1,6,0,0,0,1
100910,Townhouse,4,Solar,0,0,0,0,0
100911,House,3,Solar,0,0,0,0,0
100912,House,3,MiddaySaver,0,0,0,0,0
100913,House,1,A1,0,0,0,0,0
100914,House,4,MiddaySaver,6,5,0,0,1
100915,Townhouse,5,A1,0,0,0,0,0
100916,House,3,EVPlan,10,5,0,0,1
100917,House,1,EVPlan,0,0,0,0,0
100918,Apartment,5,A1,3,0,0,1,1
100919,Townhouse,4,EVPlan,0,0,0,0,0
100920,House,3,Solar,6,0,0,0,1
100921,Apartment,5,A1,0,5,0,0,0
100922,House,5,A1,0,0,0,0,0
100923,Townhouse,5,MiddaySaver,0,0,0,0,0
100924,Apartment,3,A1,0,0,0,0,0
100925,Apartment,3,MiddaySaver,6,5,0,1,1
100926,Townhouse,2,A1,0,0,0,0,0
100927,Apartment,4,Solar,0,0,0,0,0
100928,Apartment,1,Solar,3,0,0,1,1
100929,House,5,Solar,0,0,0,1,0
100930,Apartment,2,MiddaySaver,10,0,0,0,1
100931,Townhouse,1,MiddaySaver,3,5,1,0,1
100932,House,2,EVPlan,0,0,1,0,0
100933,Apartment,3,MiddaySaver,6,0,0,0,1
100934,House,5,MiddaySaver,0,0,0,0,0
100935,Townhouse,1,Solar,0,0,0,0,0
100936,Apartment,1,A1,0,0,1,1,0
100937,Townhouse,1,MiddaySaver,0,10,0,0,0
100938,Townhouse,1,EVPlan,3,5,0,1,1
100939,Apartment,1,A1,6,5,0,1,1
100940,Apartment,2,MiddaySaver,0,5,0,0,0
100941,House,5,A1,0,0,0,0,0
100942,Townhouse,3,A1,10,0,0,0,1
100943,Apartment,3,A1,0,0,0,0,0
100944,Townhouse,3,A1,0,0,0,0,0
100945,Apartment,3,A1,0,0,1,0,0
100946,Townhouse,2,MiddaySaver,6,0,0,0,1
100947,House,4,A1,0,0,0,1,0
100948,Townhouse,5,A1,3,5,0,0,1
100949,Apartment,1,EVPlan,3,0,0,0,1
100950,House,4,EVPlan,0,5,0,0,0
100951,House,3,A1,0,0,0,0,0
100952,Apartment,4,MiddaySaver,3,0,0,1,1
100953,House,5,EVPlan,0,0,0,1,0
100954,Townhouse,1,EVPlan,3,0,0,0,1
100955,Townhouse,1,A1,6,0,1,0,1
100956,Apartment,5,MiddaySaver,0,0,0,0,0
100957,Townhouse,5,Solar,3,0,0,0,1
100958,Apartment,3,MiddaySaver,3,0,0,0,1
100959,House,1,EVPlan,3,0,0,0,1
100960,Townhouse,4,EVPlan,0,0,0,0,0
100961,Apartment,2,EVPlan,0,0,0,1,0
100962,Townhouse,2,EVPlan,0,0,0,0,0
100963,House,5,EVPlan,3,0,0,0,1
100964,House,3,A1,0,0,0,0,0
100965,Townhouse,2,A1,3,0,0,1,1
100966,House,1,A1,0,0,0,0,0
100967,Apartment,5,EVPlan,0,0,0,1,0
100968,Townhouse,4,A1,0,0,0,0,0
100969,Townhouse,5,EVPlan,3,0,0,0,1
100970,House,4,MiddaySaver,0,0,0,0,0
100971,Apartment,5,Solar,0,0,0,0,0
100972,Townhouse,5,MiddaySaver,0,0,0,0,0
100973,Townhouse,5,Solar,3,0,0,1,1
100974,House,4,A1,0,0,0,0,0
100975,House,4,Solar,0,0,0,0,0
100976,Apartment,5,MiddaySaver,10,0,0,0,1
100977,Apartment,2,MiddaySaver,3,0,0,0,1
100978,House,3,Solar,10,0,0,0,1
100979,Apartment,3,MiddaySaver,0,0,0,0,0
100980,House,3,A1,0,0,1,0,0
100981,Townhouse,4,MiddaySaver,6,10,0,1,1
100982,House,4,Solar,0,10,0,0,0
100983,House,2,A1,3,0,0,1,1
100984,House,3,Solar,0,0,0,0,0
100985,Townhouse,3,EVPlan,0,0,0,1,0
100986,Apartment,5,EVPlan,0,0,0,0,0
100987,Apartment,4,A1,0,5,0,0,0
100988,Apartment,3,A1,0,10,0,0,0
100989,House,2,MiddaySaver,0,0,0,0,0
100990,House,2,Solar,10,0,0,1,1
100991,Apartment,3,EVPlan,0,0,0,0,0
100992,Townhouse,4,MiddaySaver,3,0,1,1,1
100993,Townhouse,2,EVPlan,3,5,0,0,1
100994,Townhouse,5,MiddaySaver,0,5,0,0,0
100995,Townhouse,2,MiddaySaver,0,0,0,1,0
100996,House,1,EVPlan,3,0,0,0,1
100997,Apartment,1,MiddaySaver,0,0,0,0,0
100998,Townhouse,4,EVPlan,3,0,0,0,1
100999,House,3,A1,3,5,0,1,1
101000,House,4,Solar,10,0,1,0,1
101001,House,4,MiddaySaver,0,0,0,0,0
101002,Apartment,4,EVPlan,0,0,0,0,0
101003,House,4,EVPlan,0,5,0,0,0
101004,Apartment,5,Solar,0,0,0,1,0
101005,Apartment,5,Solar,6,5,0,1,1
101006,Apartment,2,Solar,0,5,0,0,0
101007,Apartment,1,MiddaySaver,0,5,0,0,0
101008,House,4,EVPlan,3,0,0,0,1
101009,House,2,MiddaySaver,0,0,0,0,0
101010,House,1,MiddaySaver,0,0,0,0,0
101011,Townhouse,3,A1,0,0,0,0,0
101012,Townhouse,5,Solar,6,0,0,0,1
101013,Apartment,1,A1,0,0,0,0,0
101014,Apartment,3,A1,6,0,0,0,1
101015,Apartment,1,MiddaySaver,0,5,0,0,0
101016,Apartment,5,MiddaySaver,3,0,0,1,1
101017,Apartment,5,EVPlan,3,0,0,0,1
101018,Townhouse,2,A1,0,0,0,0,0
101019,Apartment,4,Solar,0,0,0,0,0
101020,House,1,A1,0,5,0,0,0
101021,Apartment,1,EVPlan,3,0,0,0,1
101022,House,3,A1,0,5,1,0,0
101023,House,5,A1,0,0,0,0,0
101024,House,1,A1,0,0,0,0,0
101025,House,5,EVPlan,0,0,0,1,0
101026,Apartment,1,A1,0,0,0,0,0
101027,Apartment,2,MiddaySaver,0,0,0,1,0
101028,Apartment,4,A1,0,0,0,0,0
101029,Apartment,1,MiddaySaver,6,0,0,0,1
101030,Apartment,5,A1,3,0,0,0,1
101031,Townhouse,2,MiddaySaver,0,0,0,0,0
101032,House,1,A1,10,5,0,0,1
101033,House,3,Solar,3,0,0,0,1
101034,Townhouse,4,MiddaySaver,6,0,0,0,1
101035,Townhouse,1,Solar,0,0,0,0,0
101036,Apartment,2,MiddaySaver,0,5,0,0,0
101037,Apartment,3,A1,0,5,0,0,0
101038,House,2,EVPlan,3,0,0,0,1
101039,Apartment,2,A1,0,0,0,0,0
101040,House,3,EVPlan,0,0,0,0,0
101041,Apartment,2,Solar,0,10,1,0,0
101042,Apartment,3,EVPlan,0,5,0,0,0
101043,House,1,EVPlan,0,5,1,0,0
101044,Townhouse,3,EVPlan,0,0,0,0,0
101045,Townhouse,3,EVPlan,0,0,0,1,0
101046,Apartment,4,Solar,0,5,0,0,0
101047,Townhouse,3,EVPlan,10,0,0,0,1
101048,Apartment,3,A1,3,0,0,1,1
101049,Townhouse,1,MiddaySaver,6,0,0,0,1
101050,Townhouse,4,MiddaySaver,3,5,0,0,1
101051,House,5,A1,0,0,0,0,0
101052,Townhouse,1,Solar,0,0,0,0,0
101053,Apartment,1,A1,3,0,0,0,1
101054,House,5,A1,0,0,0,0,0
101055,Townhouse,3,EVPlan,0,0,0,1,0
101056,House,2,EVPlan,0,0,0,0,0
101057,Townhouse,4,Solar,0,0,0,0,0
101058,Apartment,2,Solar,0,0,0,0,0
101059,Apartment,5,MiddaySaver,0,10,0,1,0
101060,House,1,Solar,0,5,0,0,0
101061,Townhouse,1,A1,3,0,0,0,1
101062,Townhouse,4,MiddaySaver,0,5,0,0,0
101063,House,1,MiddaySaver,0,0,0,0,0
101064,House,1,EVPlan,0,0,0,0,0
101065,Apartment,4,EVPlan,3,0,0,1,1
101066,House,4,MiddaySaver,0,0,0,0,0
101067,Townhouse,5,EVPlan,0,0,0,0,0
101068,House,1,EVPlan,0,0,0,1,0
101069,Apartment,1,EVPlan,0,0,0,0,0
101070,House,5,MiddaySaver,6,0,0,0,1
101071,Townhouse,3,MiddaySaver,6,0,0,0,1
101072,House,3,MiddaySaver,0,0,0,0,0
101073,House,3,A1,0,0,0,0,0
101074,House,5,MiddaySaver,3,0,0,1,1
101075,Apartment,1,EVPlan,0,0,0,0,0
101076,Apartment,5,MiddaySaver,0,0,0,0,0
101077,Apartment,5,A1,0,0,0,0,0
101078,Apartment,3,EVPlan,6,0,0,0,1
101079,Townhouse,2,Solar,0,5,1,0,0
101080,Townhouse,1,MiddaySaver,0,5,1,0,0
101081,Apartment,3,MiddaySaver,3,5,0,0,1
101082,Apartment,2,Solar,0,0,0,0,0
101083,Apartment,2,EVPlan,0,0,0,0,0
101084,House,4,MiddaySaver,10,10,1,0,1
101085,Townhouse,1,A1,0,0,0,0,0
101086,House,2,EVPlan,0,0,0,0,0
101087,Apartment,3,MiddaySaver,0,0,0,0,0
101088,Townhouse,4,EVPlan,0,0,0,0,0
101089,Apartment,1,MiddaySaver,0,10,0,0,0
101090,House,5,Solar,0,0,0,0,0
101091,Townhouse,3,MiddaySaver,0,0,0,0,0
101092,House,2,EVPlan,3,0,0,0,1
101093,Townhouse,2,MiddaySaver,0,0,0,0,0
101094,Apartment,3,MiddaySaver,0,0,0,0,0
101095,Townhouse,2,EVPlan,0,0,0,0,0
101096,House,4,MiddaySaver,3,0,0,0,1
101097,House,1,MiddaySaver,0,0,0,0,0
101098,House,4,EVPlan,0,0,0,0,0
101099,House,2,Solar,0,0,0,0,0
101100,Apartment,5,A1,0,0,0,0,0
101101,House,1,A1,0,0,0,0,0
101102,Apartment,1,A1,3,0,0,0,1
101103,Townhouse,3,A1,0,5,0,0,0
101104,House,3,A1,0,5,0,0,0
101105,Townhouse,5,A1,0,0,0,0,0
101106,Townhouse,1,EVPlan,3,0,0,0,1
101107,Apartment,5,EVPlan,0,0,0,0,0
101108,House,3,EVPlan,0,0,0,1,0
101109,Apartment,3,MiddaySaver,0,0,0,0,0
101110,House,1,Solar,0,10,0,1,0
101111,Townhouse,4,Solar,0,0,0,0,0
101112,Apartment,2,A1,0,10,0,0,0
101113,House,3,A1,0,0,0,0,0
101114,Townhouse,3,EVPlan,0,0,0,0,0
101115,Apartment,4,Solar,0,0,0,0,0
101116,Apartment,4,MiddaySaver,0,0,0,1,0
101117,Apartment,5,MiddaySaver,0,0,0,1,0
101118,Apartment,5,EVPlan,3,0,0,0,1
101119,Townhouse,2,A1,10,0,0,0,1
101120,Townhouse,2,Solar,10,0,0,1,1
101121,Townhouse,1,MiddaySaver,6,0,0,1,1
101122,Townhouse,5,A1,0,0,1,0,0
101123,House,3,Solar,3,0,0,0,1
101124,Townhouse,5,MiddaySaver,0,0,0,0,0
101125,Apartment,3,A1,0,0,0,0,0
101126,Apartment,4,MiddaySaver,0,0,0,0,0
101127,Apartment,5,A1,0,0,0,0,0
