customer_id,tariff_plan,days,total_kwh,total_bill
101004,Solar,366,15121.069,1497.674853515625
101005,Solar,366,18348.754,1723.61279296875
101006,Solar,366,15036.176,1491.7323242187501
101007,MiddaySaver,366,11349.204,2763.234541015625
101008,EVPlan,366,17154.508,3474.402470703125
101009,MiddaySaver,366,12790.82,3063.0907128906247
101010,MiddaySaver,366,11302.926,2753.608657226562
101011,A1,366,17719.379,4472.13799609375
101012,Solar,366,21053.748,1912.9623535156252
101013,A1,366,11366.725,2998.3222148437503
101014,A1,366,10833.195,2874.5434257812503
101015,MiddaySaver,366,11499.281,2794.450493164062
101016,MiddaySaver,366,14914.335,3504.781752929687
101017,EVPlan,366,12864.249,2710.73640625
101018,A1,366,11235.961,2967.9849296875
101019,Solar,366,21457.621,1941.233544921875
101020,A1,366,11821.734,3103.88448046875
101021,EVPlan,366,7912.277,1829.2853271484375
101022,A1,366,22854.209,5663.4186796875
101023,A1,366,17745.994,4478.312761718751
101024,A1,366,10422.521,2779.2670976562504
101025,EVPlan,366,15949.394,3259.8921191406253
101026,A1,366,10451.797,2786.0589726562503
101027,MiddaySaver,366,13067.753,3120.692602539062
101028,A1,366,13042.51,3387.1043632812502
101029,MiddaySaver,366,6966.526,1851.6373828125
101030,A1,366,23010.004,5699.563132812501
101031,MiddaySaver,366,15905.092,3710.8591748046874
101032,A1,366,6343.6855,1832.9771074218752
101033,Solar,366,15097.312,1496.011865234375
101034,MiddaySaver,366,14074.57,3330.110625
101035,Solar,366,11457.436,1241.2204833984376
101036,MiddaySaver,366,15191.11,3562.351142578125
101037,A1,366,12438.727,3247.02666796875
101038,EVPlan,366,9670.068,2142.17216796875
101039,A1,366,12589.544,3282.0163164062506
101040,EVPlan,366,12312.999,2612.6139062499997
101041,Solar,366,17726.422,1680.049560546875
101042,EVPlan,366,19431.693,3879.7414843750003
101043,EVPlan,366,18932.82,3790.942109375
101044,EVPlan,366,19185.812,3835.9747851562497
101045,EVPlan,366,13615.717,2844.497583007812
101046,Solar,366,14645.246,1464.36728515625
101047,EVPlan,366,12039.967,2564.014169921875
101048,A1,366,10543.912,2807.42971484375
101049,MiddaySaver,366,7193.5728,1898.8632275390623
101050,MiddaySaver,366,16944.316,3927.0178124999998
101051,A1,366,13893.456,3584.5238945312503
101052,Solar,366,10156.488,1150.15419921875
101053,A1,366,8384.822,2306.520818359375
101054,A1,366,22139.775,5497.6700859375005
101055,EVPlan,366,11632.092,2491.4124267578127
101056,EVPlan,366,14820.434,3058.9372460937498
101057,Solar,366,20967.402,1906.918212890625
101058,Solar,366,15332.502,1512.4751953125
101059,MiddaySaver,366,15252.824,3575.187626953125
101060,Solar,366,10646.2,1184.4340087890625
101061,A1,366,9636.773,2596.97354296875
101062,MiddaySaver,366,19503.05,4459.234643554688
101063,MiddaySaver,366,9544.609,2387.87875
101064,EVPlan,366,9992.559,2199.5754296875
101065,EVPlan,366,15510.188,3181.713642578125
101066,MiddaySaver,366,20880.11,4745.662939453125
101067,EVPlan,366,19292.28,3854.92578125
101068,EVPlan,366,10226.511,2241.2189453124997
101069,EVPlan,366,10462.302,2283.1897998046875
101070,MiddaySaver,366,11875.36,2872.674946289062
101071,MiddaySaver,366,9611.973,2401.8903124999997
101072,MiddaySaver,366,15753.409,3679.3092041015625
101073,A1,366,12786.84,3327.7888359375
101074,MiddaySaver,366,18918.84,4337.718876953125
101075,EVPlan,366,9812.108,2167.455341796875
101076,MiddaySaver,366,14551.393,3429.2897509765626
101077,A1,366,25699.246,6323.467078125001
101078,EVPlan,366,13874.717,2890.59958984375
101079,Solar,366,20691.662,1887.6164062500002
101080,MiddaySaver,366,18695.29,4291.220219726562
101081,MiddaySaver,366,12981.417,3102.7348291015624
101082,Solar,366,15093.23,1495.726171875
101083,EVPlan,366,14147.134,2939.0898144531247
101084,MiddaySaver,366,16483.076,3831.07984375
101085,A1,366,10706.544,2845.16030078125
101086,EVPlan,366,15145.9795,3116.884443359375
101087,MiddaySaver,366,16558.014,3846.6669384765623
101088,EVPlan,366,21485.4,4245.301416015625
101089,MiddaySaver,366,11495.218,2793.605405273437
101090,Solar,366,15912.871,1553.1009765625
101091,MiddaySaver,366,12127.869,2925.1968896484373
101092,EVPlan,366,9487.407,2109.658486328125
101093,MiddaySaver,366,14239.866,3364.4922802734372
101094,MiddaySaver,366,13392.359,3188.2108447265623
101095,EVPlan,366,13405.087,2807.0054638671872
101096,MiddaySaver,366,16942.262,3926.5905322265626
101097,MiddaySaver,366,9996.289,2481.828125
101098,EVPlan,366,15127.897,3113.6659082031247
101099,Solar,366,11944.242,1275.2969482421875
101100,A1,366,17526.824,4427.46533984375
101101,A1,366,10159.943,2718.348904296875
101102,A1,366,9974.328,2675.286169921875
101103,A1,366,15073.951,3858.39877734375
101104,A1,366,14587.748,3745.59963671875
101105,A1,366,18686.637,4696.54182421875
101106,EVPlan,366,8196.689,1879.91072265625
101107,EVPlan,366,23727.889,4644.4641699218755
101108,EVPlan,366,13114.02,2755.195556640625
101109,MiddaySaver,366,19263.152,4409.335795898438
101110,Solar,366,10283.347,1159.0343017578125
101111,Solar,366,20683.438,1887.0406738281251
101112,A1,366,13552.024,3505.31178515625
101113,A1,366,13835.302,3571.03209765625
101114,EVPlan,366,17372.72,3513.244365234375
101115,Solar,366,18180.668,1711.84677734375
101116,MiddaySaver,366,13157.016,3139.2592431640624
101117,MiddaySaver,366,17227.602,3985.9412060546874
101118,EVPlan,366,13366.57,2800.1496093749997
101119,A1,366,10153.076,2716.755671875
101120,Solar,366,5658.106,835.267431640625
101121,MiddaySaver,366,7183.2036,1896.7063989257813
101122,A1,366,31247.023,7610.5516484375
101123,Solar,366,16227.434,1575.12041015625
101124,MiddaySaver,366,26147.295,5841.23751953125
101125,A1,366,13397.965,3469.56994921875
101126,MiddaySaver,366,14852.922,3492.007939453125
101127,A1,366,23011.238,5699.849265625
101128,A1,366,19432.871,4869.6680937500005
101129,A1,366,15390.852,3931.9197734375
101130,Solar,366,15212.07,1504.044921875
101131,EVPlan,366,6537.2617,1584.5326293945313
101132,A1,366,12679.162,3302.80772265625
101133,A1,366,16915.766,4285.69971484375
101134,MiddaySaver,366,10940.446,2678.2129296875
101135,MiddaySaver,366,12094.143,2918.1817578125
101136,Solar,366,10512.832,1175.0982666015625
101137,EVPlan,366,14550.537,3010.89560546875
101138,MiddaySaver,366,18910.848,4336.056420898438
101139,Solar,366,11383.132,1236.0192626953126
101140,Solar,366,24611.812,2162.026953125
101141,Solar,366,19727.904,1820.1533203125
101142,A1,366,16375.777,4160.42244921875
101143,EVPlan,366,11979.824,2553.308784179688
101144,EVPlan,366,10802.4795,2343.7413427734373
101145,EVPlan,366,18869.15,3779.60876953125
101146,A1,366,15187.074,3884.6433085937506
101147,A1,366,15433.093,3941.7197343750004
101148,MiddaySaver,366,10303.348,2545.6964208984373
101149,MiddaySaver,366,10890.329,2667.7885546874995
101150,MiddaySaver,366,9819.268,2445.00765625
101151,Solar,366,21631.732,1953.4213378906252
101152,EVPlan,366,15384.719,3159.3800976562497
101153,A1,366,9952.395,2670.197576171875
101154,MiddaySaver,366,11010.261,2692.7343359375
101155,Solar,366,14736.572,1470.76005859375
101156,A1,366,10588.848,2817.85475390625
101157,Solar,366,7288.444,949.3910888671875
101158,Solar,366,22793.176,2034.7223632812502
101159,Solar,366,21607.312,1951.7118652343752
101160,EVPlan,366,11943.33,2546.8128271484375
101161,A1,366,9842.203,2644.6332304687503
101162,A1,366,15068.701,3857.1806718750004
101163,Solar,366,18415.836,1728.308544921875
101164,EVPlan,366,10087.502,2216.475380859375
101165,Solar,366,14973.984,1487.37890625
101166,MiddaySaver,366,15881.021,3705.8525634765624
101167,A1,366,10924.85,2895.8072148437504
101168,A1,366,11991.704,3143.31744921875
101169,EVPlan,366,20826.588,4128.03283203125
101170,A1,366,11889.219,3119.54084765625
101171,A1,366,10031.785,2688.616208984375
101172,A1,366,24339.71,6008.055164062501
101173,EVPlan,366,13264.139,2781.9167773437503
101174,Solar,366,12156.98,1290.188671875
101175,A1,366,7154.0684,2020.98596484375
101176,Solar,366,14759.244,1472.347119140625
101177,EVPlan,366,10298.387,2254.0129296875
101178,Solar,366,19636.566,1813.75966796875
101179,MiddaySaver,366,9393.939,2356.5394604492185
101180,A1,366,9823.299,2640.247380859375
101181,EVPlan,366,17898.418,3606.8183984375
101182,EVPlan,366,21013.855,4161.366259765625
101183,Solar,366,15565.437,1528.780615234375
101184,A1,366,23980.33,5924.6785625
101185,EVPlan,366,11107.0,2397.94609375
101186,MiddaySaver,366,7044.336,1867.8218749999999
101187,Solar,366,17978.758,1697.7130859375002
101188,MiddaySaver,366,14341.064,3385.54140625
101189,MiddaySaver,366,15817.85,3692.712827148437
101190,Solar,366,13019.744,1350.58212890625
101191,MiddaySaver,366,8453.915,2161.014382324219
101192,Solar,366,13727.82,1400.1474609375
101193,Solar,366,9058.369,1073.2858398437502
101194,EVPlan,366,11195.219,2413.6489306640624
101195,EVPlan,366,6806.63,1632.480166015625
101196,MiddaySaver,366,10057.635,2494.588078613281
101197,MiddaySaver,366,23262.188,5241.13517578125
101198,MiddaySaver,366,14890.957,3499.9190625
101199,MiddaySaver,366,10460.867,2578.4604833984376
101200,MiddaySaver,366,18975.805,4349.567456054687
101201,EVPlan,366,19182.543,3835.39271484375
101202,MiddaySaver,366,15952.542,3720.7288427734375
101203,MiddaySaver,366,7371.6104,1935.8950073242186
101204,A1,366,15521.6045,3962.2543632812503
101205,Solar,366,9375.908,1095.51357421875
101206,Solar,366,19980.05,1837.80361328125
101207,EVPlan,366,20011.852,3983.0096582031247
101208,Solar,366,13047.147,1352.5003173828125
101209,MiddaySaver,366,15961.202,3722.5301416015623
101210,Solar,366,19900.176,1832.2123046875
101211,EVPlan,366,10005.743,2201.92236328125
101212,Solar,366,13000.242,1349.2169921875
101213,Solar,366,19990.512,1838.5358398437502
101214,A1,366,6514.352,1872.571736328125
101215,A1,366,18262.053,4598.038445312501
101216,MiddaySaver,366,16396.277,3813.0257958984375
101217,Solar,366,15678.021,1536.6615234375001
101218,MiddaySaver,366,13436.736,3197.441264648437
101219,Solar,366,9962.742,1136.5919677734375
101220,MiddaySaver,366,16404.457,3814.7271435546872
101221,MiddaySaver,366,22505.75,5083.795986328125
101222,Solar,366,12566.748,1318.8723876953127
101223,A1,366,16089.363,4093.97440234375
101224,EVPlan,366,11520.568,2471.5612548828126
101225,MiddaySaver,366,21732.812,4923.025175781249
101226,EVPlan,366,14704.875,3038.3679101562498
101227,Solar,366,9572.059,1109.2441162109376
101228,MiddaySaver,366,16824.75,3902.1480810546873
101229,Solar,366,13429.424,1379.2596923828125
101230,MiddaySaver,366,13041.706,3115.2749609374996
101231,A1,366,19611.29,4911.061062500001
101232,MiddaySaver,366,16875.64,3912.7333447265623
101233,MiddaySaver,366,17112.07,3961.9106249999995
101234,MiddaySaver,366,13259.302,3160.534853515625
101235,Solar,366,18826.781,1757.07470703125
101236,A1,366,10087.452,2701.53100390625
101237,Solar,366,7735.375,980.67626953125
101238,EVPlan,366,9801.158,2165.5062402343747
101239,A1,366,11138.151,2945.29323046875
101240,MiddaySaver,366,9939.618,2470.0406323242187
101241,MiddaySaver,366,21620.29,4899.620341796875
101242,MiddaySaver,366,18402.617,4230.344375
101243,EVPlan,366,13227.866,2775.460258789062
101244,EVPlan,366,10801.325,2343.5359716796875
101245,MiddaySaver,366,18531.6,4257.172827148437
101246,MiddaySaver,366,15385.65,3602.8153759765623
101247,EVPlan,366,10391.426,2270.5738623046873
101248,Solar,366,14664.99,1465.74931640625
101249,A1,366,21273.516,5296.697820312501
101250,A1,366,16193.096,4118.0402031250005
101251,EVPlan,366,18392.688,3694.79853515625
101252,EVPlan,366,10275.223,2249.8897265625
101253,Solar,366,22052.508,1982.875537109375
101254,MiddaySaver,366,12024.402,2903.675795898437
101255,EVPlan,366,17818.906,3592.6653125
101256,Solar,366,18440.094,1730.006591796875
101257,EVPlan,366,13776.474,2873.112373046875
101258,MiddaySaver,366,10283.764,2541.6228369140626
101259,EVPlan,366,10346.822,2262.634443359375
101260,MiddaySaver,366,14781.355,3477.122045898437
101261,Solar,366,6628.22,903.1754272460937
101262,A1,366,8392.201,2308.232732421875
101263,Solar,366,12001.48,1279.303662109375
101264,A1,366,7014.2266,1988.5426152343753
101265,Solar,366,19241.379,1786.09658203125
101266,A1,366,11380.794,3001.5863164062503
101267,Solar,366,15423.66,1518.85625
101268,MiddaySaver,366,9578.548,2394.9380004882814
101269,A1,366,14558.054,3738.710671875
101270,A1,366,9712.531,2614.549294921875
101271,MiddaySaver,366,9111.959,2297.8875634765623
101272,MiddaySaver,366,11284.145,2749.7020556640623
101273,A1,366,15714.143,4006.9232890625003
101274,A1,366,7659.9307,2138.345974609375
101275,A1,366,10759.441,2857.4325273437503
101276,EVPlan,366,11792.504,2519.9656884765627
101277,Solar,366,15462.594,1521.5815917968753
101278,MiddaySaver,366,8797.16,2232.4093530273435
101279,MiddaySaver,366,12876.273,3080.8648681640625
101280,Solar,366,11296.127,1229.9288818359375
101281,MiddaySaver,366,13837.704,3280.8425341796874
101282,MiddaySaver,366,17132.105,3966.0780322265623
101283,A1,366,11003.709,2914.10260546875
101284,MiddaySaver,366,21462.508,4866.801611328125
101285,EVPlan,366,11922.579,2543.1191601562496
101286,EVPlan,366,16956.074,3439.0812109375
101287,A1,366,13086.796,3397.378640625
101288,A1,366,9489.277,2562.75434375
101289,MiddaySaver,366,34503.04,7579.232314453125
101290,A1,366,14812.47,3797.7350664062506
101291,A1,366,17598.697,4444.13987109375
101292,Solar,366,25603.69,2231.458251953125
101293,A1,366,9814.479,2638.20112109375
101294,EVPlan,366,18734.727,3755.6813281249997
101295,MiddaySaver,366,10680.256,2624.0933203124996
101296,A1,366,5206.051,1569.045837890625
101297,Solar,366,18812.309,1756.06162109375
101298,MiddaySaver,366,18220.352,4192.433125
101299,MiddaySaver,366,25145.994,5632.966767578125
101300,MiddaySaver,366,23295.158,5247.993095703125
101301,Solar,366,11113.463,1217.142431640625
101302,EVPlan,366,14492.121,3000.49771484375
101303,Solar,366,20011.396,1839.9977539062502
101304,Solar,366,13656.02,1395.12138671875
101305,MiddaySaver,366,11105.373,2712.5176953125
101306,Solar,366,27582.852,2369.999609375
101307,MiddaySaver,366,12303.821,2961.794936523437
101308,A1,366,11485.256,3025.82147265625
101309,A1,366,22525.309,5587.1138359375
101310,Solar,366,12844.0,1338.280029296875
101311,EVPlan,366,26946.43,5217.364658203125
101312,MiddaySaver,366,10115.59,2506.6427416992187
101313,Solar,366,7853.294,988.9305908203125
101314,Solar,366,23073.164,2054.321533203125
101315,EVPlan,366,15490.811,3178.26427734375
101316,MiddaySaver,366,21096.973,4790.77048828125
101317,Solar,366,17841.54,1688.107763671875
101318,EVPlan,366,14869.017,3067.585048828125
101319,MiddaySaver,366,6699.5176,1796.0997070312499
101320,A1,366,17742.588,4477.522390625
101321,EVPlan,366,19105.193,3821.62451171875
101322,Solar,366,17652.082,1674.84580078125
101323,A1,366,10366.192,2766.1987382812504
101324,MiddaySaver,366,13666.553,3245.24296875
101325,EVPlan,366,16542.812,3365.520625
101326,A1,366,16153.606,4108.87881640625
101327,A1,366,14544.31,3735.5219414062503
101328,Solar,366,25126.355,2198.044873046875
101329,A1,366,9302.221,2519.3572636718754
101330,Solar,366,14579.191,1459.74345703125
101331,MiddaySaver,366,27056.365,6030.323955078125
101332,Solar,366,18690.242,1747.5169921875001
101333,EVPlan,366,5818.3457,1456.565578613281
101334,A1,366,18190.078,4581.340125000001
101335,MiddaySaver,366,10240.356,2532.5942285156248
101336,Solar,366,15447.966,1520.557666015625
101337,Solar,366,10357.385,1164.2169677734375
101338,Solar,366,28843.074,2458.2152343750004
101339,MiddaySaver,366,22472.658,5076.913095703125
101340,MiddaySaver,366,10962.088,2682.7143896484376
101341,EVPlan,366,18355.283,3688.14041015625
101342,MiddaySaver,366,11486.091,2791.7069921875
101343,Solar,366,17098.574,1636.1001953125
101344,MiddaySaver,366,6827.1167,1822.6402734375
101345,Solar,366,17337.615,1652.83310546875
101346,EVPlan,366,15487.56,3177.6856835937497
101347,EVPlan,366,21426.441,4234.8067578125
101348,Solar,366,7686.398,977.2478759765626
101349,MiddaySaver,366,9070.391,2289.24125
101350,MiddaySaver,366,17612.54,4066.008125
101351,A1,366,7609.2974,2126.599041015625
101352,EVPlan,366,11808.928,2522.889223632812
101353,EVPlan,366,10241.549,2243.8957714843746
101354,Solar,366,12418.246,1308.4772216796875
101355,A1,366,12705.148,3308.8365507812505
101356,MiddaySaver,366,18280.895,4205.026157226563
101357,Solar,366,12584.775,1320.1343017578124
101358,MiddaySaver,366,21836.814,4944.657392578125
101359,MiddaySaver,366,15140.433,3551.8100927734376
101360,MiddaySaver,366,13110.269,3129.5359472656246
101361,A1,366,7882.4976,2189.98143359375
101362,EVPlan,366,16835.156,3417.5578125
101363,EVPlan,366,20706.098,4106.585556640624
101364,MiddaySaver,366,19618.787,4483.307827148437
101365,A1,366,13094.799,3399.2353203125003
101366,MiddaySaver,366,12227.994,2946.0228759765623
101367,MiddaySaver,366,15936.867,3717.4685644531246
101368,Solar,366,16525.016,1595.951123046875
101369,A1,366,13201.311,3423.9461601562502
101370,A1,366,16495.992,4188.312292968751
101371,EVPlan,366,24088.816,4708.709306640625
101372,EVPlan,366,26804.168,5192.041884765626
101373,MiddaySaver,366,10475.16,2581.4333056640626
101374,Solar,366,19073.783,1774.36484375
101375,Solar,366,10035.559,1141.689111328125
101376,Solar,366,12074.602,1284.4221435546874
101377,MiddaySaver,366,15244.033,3573.3589062499996
101378,EVPlan,366,8172.9766,1875.6898681640623
101379,A1,366,15884.209,4046.3784843750004
101380,MiddaySaver,366,10581.297,2603.5098583984372
101381,Solar,366,9920.915,1133.6640625
101382,Solar,366,10744.354,1191.30478515625
101383,MiddaySaver,366,15452.595,3616.739892578125
101384,Solar,366,17047.773,1632.5441406250002
101385,A1,366,14866.975,3810.3803203125
101386,MiddaySaver,366,11069.177,2704.9888671874996
101387,A1,366,9246.225,2506.366169921875
101388,EVPlan,366,10835.637,2349.6434228515627
101389,Solar,366,14666.68,1465.867578125
101390,Solar,366,12779.153,1333.740771484375
101391,EVPlan,366,12021.133,2560.6617138671872
101392,EVPlan,366,23270.902,4563.1207910156245
101393,EVPlan,366,18649.96,3740.593046875
101394,Solar,366,21029.953,1911.29677734375
101395,EVPlan,366,11591.915,2484.2609570312497
101396,MiddaySaver,366,13308.338,3170.734389648437
101397,EVPlan,366,7444.307,1745.9867089843751
101398,MiddaySaver,366,10529.204,2592.6745410156245
101399,MiddaySaver,366,13088.178,3124.9409619140624
101400,A1,366,18748.629,4710.924011718751
101401,MiddaySaver,366,23765.355,5345.794140624999
101402,MiddaySaver,366,15305.003,3586.0407177734373
101403,EVPlan,366,9973.219,2196.133017578125
101404,Solar,366,14860.263,1479.418408203125
101405,EVPlan,366,21514.105,4250.410947265625
101406,A1,366,18466.197,4645.39987109375
101407,A1,366,13623.232,3521.8320195312504
101408,Solar,366,10747.447,1191.521337890625
101409,MiddaySaver,366,8291.734,2127.2808447265625
101410,A1,366,17022.812,4310.534500000001
101411,Solar,366,7168.9097,941.0237060546875
101412,EVPlan,366,11931.625,2544.7292431640626
101413,EVPlan,366,25130.582,4894.1437890625
101414,EVPlan,366,18076.84,3638.57755859375
101415,MiddaySaver,366,14391.4,3396.0113623046873
101416,MiddaySaver,366,6257.374,1704.13384765625
101417,Solar,366,12040.685,1282.04794921875
101418,A1,366,12371.652,3231.4654570312505
101419,EVPlan,366,13774.846,2872.8226953125
101420,MiddaySaver,366,9974.02,2477.1961572265623
101421,MiddaySaver,366,10297.512,2544.4825390625
101422,A1,366,14316.564,3682.6851640625
101423,EVPlan,366,12217.611,2595.6348095703124
101424,EVPlan,366,14848.436,3063.92162109375
101425,A1,366,15687.573,4000.7589921875
101426,Solar,366,21228.098,1925.16689453125
101427,Solar,366,10515.576,1175.2903564453127
101428,A1,366,20870.809,5203.269578125
101429,A1,366,12642.789,3294.36916796875
101430,Solar,366,13691.639,1397.61474609375
101431,A1,366,21988.48,5462.569695312501
101432,EVPlan,366,13497.111,2823.3859033203125
101433,Solar,366,16683.15,1607.0205566406253
101434,Solar,366,28758.02,2452.26142578125
101435,Solar,366,21337.14,1932.79990234375
101436,EVPlan,366,13323.566,2792.4949072265626
101437,A1,366,11394.416,3004.7466289062504
101438,MiddaySaver,366,11727.658,2841.9530078125
101439,MiddaySaver,366,19120.477,4379.659233398437
101440,EVPlan,366,13402.213,2806.493974609375
101441,EVPlan,366,20258.168,4026.85396484375
101442,A1,366,12068.975,3161.24420703125
101443,MiddaySaver,366,11053.132,2701.6515234375
101444,Solar,366,10448.779,1170.6145751953127
101445,EVPlan,366,11518.744,2471.2364501953125
101446,MiddaySaver,366,25780.965,5765.040673828125
101447,Solar,366,14483.313,1453.031982421875
101448,Solar,366,11546.353,1247.4447021484375
101449,A1,366,10077.137,2699.137771484375
101450,EVPlan,366,18478.848,3710.1348828125
101451,Solar,366,10778.213,1193.6749267578125
101452,EVPlan,366,11825.217,2525.7886767578125
101453,MiddaySaver,366,12956.686,3097.5906884765623
101454,MiddaySaver,366,11647.936,2825.3706884765625
101455,EVPlan,366,19572.727,3904.8454882812503
101456,Solar,366,18812.469,1756.0728515625
101457,Solar,366,24017.678,2120.4375
101458,MiddaySaver,366,11893.215,2876.3887890625
101459,Solar,366,11746.859,1261.4801513671875
101460,Solar,366,11509.875,1244.8912841796875
101461,MiddaySaver,366,21071.098,4785.388515625
101462,A1,366,21358.203,5316.345320312501
101463,MiddaySaver,366,16767.926,3890.3286572265624
101464,EVPlan,366,12027.939,2561.8732958984374
101465,A1,366,17120.213,4333.1315117187505
101466,EVPlan,366,26954.174,5218.743115234375
101467,A1,366,14415.686,3705.6812578125
101468,A1,366,6117.7227,1780.5537089843751
101469,MiddaySaver,366,12043.393,2907.6256494140625
101470,MiddaySaver,366,11195.057,2731.171889648437
101471,EVPlan,366,15353.277,3153.783447265625
101472,MiddaySaver,366,19299.441,4416.883920898437
101473,A1,366,23913.607,5909.199148437501
101474,MiddaySaver,366,12888.912,3083.4938134765625
101475,EVPlan,366,15624.15,3201.99876953125
101476,A1,366,12318.955,3219.2396757812503
101477,EVPlan,366,13925.476,2899.634814453125
101478,Solar,366,13757.799,1402.245947265625
101479,MiddaySaver,366,19900.883,4541.983706054687
101480,A1,366,12339.189,3223.9340507812503
101481,EVPlan,366,24496.137,4781.212509765624
101482,MiddaySaver,366,13589.512,3229.2185253906246
101483,MiddaySaver,366,8574.255,2186.0450561523435
101484,EVPlan,366,10596.793,2307.129228515625
101485,A1,366,10028.469,2687.846794921875
101486,EVPlan,366,13665.682,2853.39142578125
101487,MiddaySaver,366,15536.118,3634.112578125
101488,EVPlan,366,18951.266,3794.2253613281246
101489,Solar,366,13187.727,1362.3408935546877
101490,MiddaySaver,366,9393.439,2356.4354467773437
101491,A1,366,10617.775,2824.5660039062504
101492,Solar,366,11120.049,1217.6034423828125
101493,EVPlan,366,10993.904,2377.81505859375
101494,A1,366,14548.162,3736.4157304687506
101495,Solar,366,10131.41,1148.39873046875
101496,EVPlan,366,17676.65,3567.3437695312496
101497,Solar,366,12911.35,1342.9945068359375
101498,MiddaySaver,366,18186.688,4185.431108398438
101499,A1,366,9299.758,2518.7858574218753
101500,Solar,366,15068.299,1493.98095703125
101501,MiddaySaver,366,8952.412,2264.7017187499996
101502,EVPlan,366,16267.223,3316.4657128906247
101503,MiddaySaver,366,12454.973,2993.2344140625
101504,EVPlan,366,11759.229,2514.042749023438
101505,A1,366,17877.035,4508.71424609375
101506,MiddaySaver,366,10783.809,2645.632275390625
101507,MiddaySaver,366,11306.297,2754.3098583984374
101508,EVPlan,366,11708.456,2505.0051708984374
101509,Solar,366,12354.337,1304.00361328125
101510,EVPlan,366,21965.842,4330.82
101511,Solar,366,10652.01,1184.84072265625
101512,EVPlan,366,12532.582,2651.6995947265623
101513,A1,366,22805.834,5652.1957109375
101514,Solar,366,19218.402,1784.48818359375
101515,MiddaySaver,366,22918.334,5169.613671875
101516,Solar,366,19306.555,1790.6588867187502
101517,EVPlan,366,17846.555,3597.5868945312495
101518,EVPlan,366,21231.523,4200.111318359375
101519,Solar,366,20102.207,1846.3544921875
101520,MiddaySaver,366,23198.016,5227.787236328125
101521,A1,366,20942.17,5219.825632812501
101522,MiddaySaver,366,10561.875,2599.470087890625
101523,Solar,366,8751.207,1051.784521484375
101524,EVPlan,366,15757.344,3225.7071875
101525,MiddaySaver,366,12428.795,2987.7894384765623
101526,EVPlan,366,11020.357,2382.5237011718746
101527,EVPlan,366,8277.195,1894.2408056640625
101528,MiddaySaver,366,13049.064,3116.8055078125
101529,Solar,366,13431.916,1379.4341552734377
101530,MiddaySaver,366,11859.447,2869.3650244140626
101531,A1,366,26618.574,6536.751414062501
101532,EVPlan,366,12106.494,2575.8560302734377
101533,EVPlan,366,17871.57,3602.0396093749996
101534,Solar,366,13253.072,1366.9150878906248
101535,EVPlan,366,9545.084,2119.925029296875
101536,EVPlan,366,23954.525,4684.805693359374
101537,EVPlan,366,12688.31,2679.4190966796873
101538,MiddaySaver,366,12195.203,2939.2023583984374
101539,EVPlan,366,14238.751,2955.39775390625
101540,MiddaySaver,366,11145.437,2720.8508984375
101541,Solar,366,15836.292,1547.740478515625
101542,A1,366,23540.828,5822.714109375001
101543,EVPlan,366,10099.979,2218.6962158203123
101544,A1,366,11970.992,3138.5122929687504
101545,MiddaySaver,366,17034.578,3945.7923583984375
101546,Solar,366,17640.332,1674.0232421875
101547,Solar,366,16786.203,1614.23427734375
101548,MiddaySaver,366,17655.668,4074.979018554687
101549,A1,366,17296.994,4374.144851562501
101550,EVPlan,366,23684.076,4636.665732421875
101551,MiddaySaver,366,13389.303,3187.5750634765623
101552,MiddaySaver,366,11434.406,2780.9566015624996
101553,MiddaySaver,366,12486.8,2999.854467773437
101554,MiddaySaver,366,11316.852,2756.5052197265622
101555,MiddaySaver,366,18702.625,4292.746108398437
101556,Solar,366,15130.593,1498.341552734375
101557,MiddaySaver,366,17878.54,4121.336206054688
101558,Solar,366,10145.1875,1149.363134765625
101559,A1,366,12865.189,3345.9659453125
101560,EVPlan,366,15875.94,3246.8174902343753
101561,Solar,366,15977.575,1557.6303222656252
101562,EVPlan,366,11862.703,2532.46125
101563,EVPlan,366,15580.752,3194.27384765625
101564,EVPlan,366,8874.766,2000.60828125
101565,Solar,366,9928.031,1134.16220703125
101566,Solar,366,20839.81,1897.98681640625
101567,Solar,366,11011.127,1209.9788818359375
101568,A1,366,23180.156,5739.038445312501
101569,Solar,366,19335.062,1792.65439453125
101570,A1,366,13138.363,3409.3422734375
101571,Solar,366,7423.1562,958.820947265625
101572,Solar,366,10020.711,1140.6497802734375
101573,EVPlan,366,25747.59,5003.97115234375
101574,MiddaySaver,366,16391.004,3811.9289208984374
101575,EVPlan,366,16919.215,3432.520322265625
101576,Solar,366,12177.81,1291.6467041015626
101577,MiddaySaver,366,15278.82,3580.594814453125
101578,MiddaySaver,366,13112.497,3129.9994921874995
101579,A1,366,11039.924,2922.5044414062504
101580,MiddaySaver,366,11857.882,2869.0395166015624
101581,A1,366,23693.223,5858.069851562501
101582,EVPlan,366,15076.668,3104.5469921875
101583,A1,366,12326.617,3221.01729296875
101584,Solar,366,16080.305,1564.82138671875
101585,MiddaySaver,366,14088.126,3332.9302978515625
101586,Solar,366,9692.162,1117.6513671875
101587,MiddaySaver,366,7855.002,2036.4404467773436
101588,MiddaySaver,366,10318.371,2548.8212890625
101589,EVPlan,366,21615.918,4268.533544921875
101590,A1,366,19436.305,4870.464792968751
101591,EVPlan,366,10848.516,2351.9358544921874
