customer_id,solar_capacity_kw,battery_capacity_kwh,ev_plan_enrolled,midday_saver_enrolled,smart_meter_status
4106,0,0,0,0,no
4107,0,0,0,0,no
4108,0,0,0,0,no
4109,3,0,0,1,yes
4110,0,0,0,0,no
4111,0,5,0,0,no
4112,6,0,1,0,no
4113,6,0,0,0,yes
4114,0,0,0,1,yes
4115,0,0,0,1,no
4116,0,0,0,0,yes
4117,0,0,0,1,no
4118,0,5,0,1,yes
4119,3,0,0,1,yes
4120,0,13,0,0,no
4121,10,10,0,0,no
4122,3,0,0,0,no
4123,3,0,0,1,no
4124,10,5,0,0,no
4125,0,0,0,1,no
4126,3,0,0,0,no
4127,0,5,0,0,no
4128,0,0,0,1,no
4129,0,0,0,1,yes
4130,0,0,0,1,no
4131,3,10,0,0,no
4132,0,0,0,1,no
4133,0,0,0,0,yes
4134,0,0,0,0,yes
4135,6,0,0,0,no
4136,0,0,0,0,no
4137,6,0,0,0,no
4138,0,0,0,0,no
4139,6,0,1,0,no
4140,0,0,0,1,no
4141,3,0,0,0,no
4142,6,0,0,0,yes
4143,0,5,0,0,yes
4144,0,5,0,0,no
4145,0,0,0,0,yes
4146,0,0,0,1,no
4147,6,0,0,0,no
4148,0,0,0,1,yes
4149,6,0,0,0,no
4150,0,5,0,1,no
4151,3,0,0,0,no
4152,0,10,0,0,no
4153,3,0,0,0,no
4154,3,0,0,0,yes
4155,0,0,0,1,no
4156,0,0,0,0,no
4157,0,5,0,0,yes
4158,3,0,0,1,yes
4159,6,0,1,0,yes
4160,6,0,1,0,no
4161,0,0,0,0,no
4162,10,0,0,0,yes
4163,3,0,0,0,no
4164,0,0,0,0,no
4165,6,0,1,0,no
4166,0,5,0,1,no
4167,0,0,0,0,no
4168,0,0,0,1,no
4169,6,0,0,0,no
4170,3,13,0,1,no
4171,6,0,0,1,no
4172,0,0,0,0,yes
4173,6,0,0,0,no
4174,0,0,0,0,yes
4175,0,10,0,0,yes
4176,0,0,0,1,no
4177,0,0,0,0,yes
4178,6,0,0,0,no
4179,0,0,0,0,yes
4180,3,0,0,0,no
4181,0,0,0,0,no
4182,0,10,0,1,yes
4183,6,0,1,0,no
4184,0,0,0,0,no
4185,3,0,0,0,no
4186,0,0,0,1,no
4187,0,0,0,0,no
4188,0,0,0,1,yes
4189,0,0,0,0,no
4190,0,5,0,0,yes
4191,3,0,1,0,no
4192,0,0,0,1,no
4193,6,0,0,0,no
4194,6,0,0,0,yes
4195,0,0,0,0,no
4196,0,10,0,0,yes
4197,0,0,0,0,no
4198,6,0,0,0,no
4199,6,0,0,0,no
4200,3,0,1,0,no
4201,0,0,0,0,yes
4202,0,13,0,0,no
4203,0,0,0,0,no
4204,0,0,0,0,no
4205,0,0,0,0,no
4206,10,0,0,0,no
4207,0,13,0,0,no
4208,6,0,0,0,no
4209,0,0,1,1,no
4210,0,10,0,0,yes
4211,3,0,0,1,yes
4212,0,0,0,0,no
4213,0,0,0,0,no
4214,0,0,1,0,yes
4215,0,0,0,1,no
4216,0,0,1,0,no
4217,6,0,0,1,no
4218,0,0,0,0,yes
4219,10,0,0,0,no
4220,6,0,0,0,no
4221,0,0,0,0,no
4222,0,0,0,0,no
4223,0,0,0,1,no
4224,6,0,0,0,yes
4225,3,0,0,0,no
4226,3,0,0,0,yes
4227,0,0,0,0,no
4228,0,0,0,0,no
4229,0,0,0,0,no
4230,0,0,0,0,yes
4231,6,0,0,1,no
4232,3,0,0,0,no
4233,0,0,0,0,no
4234,6,0,0,1,no
4235,0,5,0,0,yes
4236,0,0,1,0,no
4237,3,0,0,1,no
4238,0,0,0,0,no
4239,6,0,0,0,yes
4240,0,0,0,0,no
4241,10,5,0,1,no
4242,0,0,0,0,yes
4243,0,0,0,0,yes
4244,3,0,1,1,yes
4245,3,0,0,0,no
4246,0,5,0,0,yes
4247,0,5,0,0,no
4248,6,0,1,0,no
4249,6,0,0,0,yes
4250,0,0,1,1,no
4251,0,0,0,0,yes
4252,0,0,0,0,yes
4253,0,0,0,0,no
4254,0,10,0,0,no
4255,0,0,0,0,yes
4256,6,0,0,0,yes
4257,0,0,0,0,yes
4258,0,0,0,0,yes
4259,6,0,0,0,no
4260,6,0,0,0,yes
4261,6,0,0,0,yes
4262,0,0,0,0,no
4263,3,0,0,0,no
4264,0,0,0,0,yes
4265,0,0,0,0,no
4266,0,0,0,0,yes
4267,6,0,0,1,no
4268,6,5,0,0,no
4269,0,0,0,0,no
4270,6,0,0,0,no
4271,0,0,0,0,no
4272,0,0,0,0,no
4273,10,0,0,0,yes
4274,6,0,0,0,yes
4275,0,0,0,0,no
4276,0,0,0,0,no
4277,6,0,0,1,no
4278,3,10,0,0,yes
4279,0,0,0,0,no
4280,0,5,0,0,yes
4281,0,0,0,0,yes
4282,0,0,0,0,yes
4283,0,0,0,0,yes
4284,0,0,1,0,yes
4285,0,0,0,0,no
4286,0,10,1,1,yes
4287,0,0,0,1,no
4288,6,0,0,1,no
4289,0,5,0,1,no
4290,3,0,0,0,no
4291,0,5,0,0,no
4292,0,0,0,1,no
4293,3,0,0,0,no
4294,3,0,0,0,no
4295,3,0,0,0,yes
4296,3,0,0,1,yes
4297,3,0,0,0,yes
4298,0,0,0,0,no
4299,0,0,0,0,no
4300,3,0,0,1,yes
4301,0,0,0,0,no
4302,3,0,0,0,yes
4303,0,0,1,0,no
4304,0,0,0,0,no
4305,3,0,1,1,no
4306,0,0,0,1,no
4307,6,0,0,0,yes
4308,0,0,1,0,no
4309,3,13,0,0,no
4310,6,13,0,0,no
4311,3,0,0,0,yes
4312,6,0,0,1,yes
4313,10,0,0,1,yes
4314,0,0,0,0,no
4315,6,5,0,0,no
4316,0,0,0,1,yes
4317,0,5,0,1,no
4318,3,0,0,0,no
4319,0,0,0,0,no
4320,0,5,0,0,no
4321,0,0,0,0,yes
4322,0,0,0,0,yes
4323,6,0,0,0,yes
4324,0,0,1,0,yes
4325,6,0,0,1,no
4326,0,0,0,0,no
4327,6,0,1,0,no
4328,3,0,0,1,yes
4329,6,0,0,1,no
4330,0,0,0,1,no
4331,10,0,0,0,yes
4332,0,0,0,1,yes
4333,0,0,0,0,no
4334,0,0,0,1,no
4335,10,0,0,1,yes
4336,0,0,0,0,yes
4337,6,0,0,0,no
4338,0,0,0,0,no
4339,0,0,0,1,no
4340,0,0,0,0,yes
4341,0,0,0,1,yes
4342,0,5,1,0,yes
4343,3,0,0,1,yes
4344,0,0,0,0,no
4345,6,0,0,0,no
4346,0,0,0,0,no
4347,6,0,0,0,no
4348,0,0,0,0,no
4349,0,13,0,1,no
4350,3,0,0,0,no
4351,6,0,0,0,no
4352,0,0,0,0,no
4353,0,0,0,1,yes
4354,0,0,0,0,no
4355,0,0,0,1,no
4356,6,0,0,0,no
4357,0,0,0,0,yes
4358,0,0,0,1,yes
4359,3,0,0,0,no
4360,0,0,1,0,no
4361,0,5,0,1,no
4362,6,13,1,0,no
4363,0,0,0,1,yes
4364,0,0,0,0,yes
4365,0,0,0,0,no
4366,3,0,0,0,yes
4367,0,0,0,1,no
4368,0,0,0,0,no
4369,0,0,0,0,no
4370,0,0,0,1,no
4371,0,0,0,1,no
4372,0,0,0,0,no
4373,3,0,0,0,no
4374,0,0,0,0,yes
4375,6,5,0,0,yes
4376,0,0,0,0,no
4377,0,0,0,0,no
4378,3,0,0,0,no
4379,3,0,0,0,no
4380,0,5,0,0,no
4381,0,0,0,1,yes
4382,3,5,0,0,no
4383,0,5,1,0,no
4384,6,0,0,0,yes
4385,0,0,1,0,yes
4386,0,0,1,0,no
4387,0,0,0,0,no
4388,0,0,0,0,no
4389,3,0,0,0,no
4390,10,5,0,0,no
4391,3,0,0,0,no
4392,0,0,0,0,no
4393,3,0,0,0,no
4394,3,5,0,0,no
4395,3,0,0,0,no
4396,0,13,0,1,no
4397,6,0,0,0,no
4398,0,0,0,0,no
4399,0,5,0,0,no
4400,3,0,0,0,no
4401,3,0,0,0,no
4402,0,0,0,0,no
4403,6,0,0,1,no
4404,0,0,1,0,no
4405,6,5,0,0,yes
4406,0,0,0,1,no
4407,0,0,0,1,no
4408,0,0,1,0,no
4409,10,10,0,0,no
4410,0,0,0,0,yes
4411,6,0,0,0,no
4412,0,0,0,0,no
4413,0,0,0,1,no
4414,0,0,0,0,no
4415,0,0,0,0,no
4416,10,10,0,1,no
4417,3,0,0,0,no
4418,0,0,0,0,no
4419,3,10,0,0,no
4420,0,0,0,1,no
4421,6,0,0,1,no
4422,0,0,1,0,no
4423,0,0,0,1,yes
4424,0,13,0,1,no
4425,10,0,0,0,no
4426,0,5,0,0,no
4427,0,10,0,0,no
4428,6,0,0,0,no
4429,0,0,0,0,no
4430,6,0,0,0,no
4431,0,0,0,0,no
4432,10,0,0,0,no
4433,0,0,0,0,no
4434,10,10,0,0,no
4435,0,0,0,1,no
4436,0,0,0,0,yes
4437,0,0,0,0,yes
4438,0,0,0,0,yes
4439,6,0,0,0,yes
4440,3,0,0,1,no
4441,3,0,0,1,yes
4442,3,0,0,0,yes
4443,0,0,0,1,no
4444,0,0,0,0,no
4445,0,0,0,0,no
4446,0,0,0,0,no
4447,0,0,0,0,no
4448,6,5,0,1,yes
4449,0,0,0,0,no
4450,0,0,0,0,yes
4451,0,0,0,1,no
4452,6,0,1,0,no
4453,0,0,0,1,yes
4454,10,0,0,0,no
4455,0,0,0,0,yes
4456,0,0,0,1,no
4457,10,0,0,0,no
4458,3,0,0,0,no
4459,0,0,0,1,no
4460,0,0,0,1,no
4461,0,0,0,0,yes
4462,0,0,0,1,no
4463,0,5,0,0,no
4464,0,5,1,1,no
4465,0,0,0,0,no
4466,3,0,0,1,no
4467,6,0,0,1,no
4468,6,0,0,1,no
4469,10,5,0,0,yes
4470,0,0,0,0,no
4471,0,0,0,0,no
4472,0,0,0,0,no
4473,0,0,0,0,no
4474,0,0,0,0,no
4475,0,0,0,0,yes
4476,0,0,0,1,no
4477,6,0,0,0,no
4478,6,0,0,1,yes
4479,3,0,0,0,no
4480,0,0,0,1,no
4481,3,0,1,0,no
4482,3,0,0,0,no
4483,0,0,0,1,yes
4484,0,0,0,0,no
4485,0,0,0,0,yes
4486,0,0,0,1,no
4487,3,5,0,1,no
4488,0,0,1,0,no
4489,0,0,1,0,no
4490,3,0,0,0,no
4491,0,0,0,0,yes
4492,0,0,0,0,no
4493,0,5,0,0,yes
4494,0,0,0,1,yes
4495,0,0,0,0,no
4496,0,0,0,0,no
4497,3,0,0,0,no
4498,10,5,0,0,no
4499,3,10,0,0,no
4500,6,0,0,0,no
4501,0,0,0,0,yes
4502,3,0,0,1,yes
4503,6,0,0,1,no
4504,3,0,0,0,no
4505,0,0,0,0,no
4506,0,0,0,0,yes
4507,3,0,0,0,yes
4508,0,0,0,0,no
4509,3,0,0,1,yes
4510,3,0,0,1,no
4511,3,0,0,0,no
4512,0,0,0,1,no
4513,0,0,0,0,no
4514,6,0,0,0,no
4515,3,0,0,1,no
4516,6,0,0,0,no
4517,0,5,0,0,yes
4518,0,0,0,0,no
4519,3,0,0,0,no
4520,0,0,0,0,yes
4521,0,0,0,0,no
4522,0,0,0,0,no
4523,0,0,0,0,yes
4524,3,0,0,0,no
4525,0,0,0,0,yes
4526,3,0,0,0,yes
4527,0,0,0,1,no
4528,0,0,1,1,yes
4529,0,0,0,0,no
4530,0,0,1,1,no
4531,6,0,0,0,no
4532,6,0,0,1,no
4533,3,0,0,0,no
4534,0,0,0,0,no
4535,0,0,0,0,no
4536,6,5,0,0,no
4537,0,5,0,0,yes
4538,0,0,1,0,no
4539,0,0,0,0,no
4540,3,0,0,0,yes
4541,3,0,0,0,no
4542,6,0,0,0,no
4543,0,5,0,0,no
4544,0,0,0,0,no
4545,0,0,1,0,no
4546,6,0,0,1,no
4547,0,0,0,0,yes
4548,0,10,0,1,no
4549,0,0,0,0,no
4550,0,10,0,0,yes
4551,6,0,0,1,no
4552,0,0,0,1,no
4553,6,0,0,0,yes
4554,0,13,0,0,yes
4555,0,0,0,0,no
4556,3,0,0,1,yes
4557,3,0,0,0,yes
4558,6,0,0,0,yes
4559,6,0,0,0,no
4560,10,0,0,0,yes
4561,6,5,0,0,no
4562,6,0,0,0,no
4563,0,0,0,1,no
4564,0,5,0,0,no
4565,10,0,0,1,yes
4566,3,0,0,1,no
4567,0,0,0,0,no
4568,3,0,0,0,no
4569,0,0,0,0,yes
4570,0,0,0,0,no
4571,0,0,0,0,yes
4572,0,0,0,0,no
4573,0,5,0,0,no
4574,0,0,0,1,no
4575,0,10,0,1,no
4576,0,0,0,1,yes
4577,0,0,0,1,no
4578,10,0,0,0,yes
4579,0,0,0,1,no
4580,0,0,0,0,no
4581,0,0,0,0,no
4582,3,0,1,0,no
4583,3,0,0,0,yes
4584,0,0,0,0,no
4585,6,0,0,0,no
4586,0,0,0,0,no
4587,3,10,0,0,no
4588,0,0,0,0,no
4589,3,0,0,0,no
4590,0,10,0,0,no
4591,6,0,0,1,no
4592,0,5,0,0,no
4593,0,0,0,0,no
4594,6,10,1,0,no
4595,6,0,0,0,yes
4596,3,0,0,0,yes
4597,6,5,0,0,no
4598,0,0,0,0,no
4599,6,0,0,0,yes
4600,6,0,0,0,yes
4601,3,5,1,0,no
4602,0,0,0,0,no
4603,6,0,0,0,no
4604,3,0,1,0,no
4605,0,0,0,1,no
4606,3,0,0,0,yes
4607,0,0,0,0,no
4608,0,0,0,0,no
4609,3,0,0,0,no
4610,0,0,0,1,no
4611,6,0,0,0,yes
4612,0,0,0,0,no
4613,0,0,0,0,no
4614,0,0,0,1,yes
4615,3,0,0,1,no
4616,0,0,0,1,no
4617,10,0,0,0,no
4618,0,0,0,0,yes
4619,6,0,0,0,no
4620,0,0,0,1,no
4621,0,0,0,0,no
4622,0,0,0,1,no
4623,0,0,0,0,yes
4624,3,5,0,0,no
4625,6,0,0,0,no
4626,3,5,0,0,no
4627,3,0,0,1,no
4628,6,0,0,1,no
4629,6,0,0,0,no
4630,0,0,0,0,yes
4631,0,0,1,0,no
4632,0,0,0,0,no
4633,0,0,0,0,yes
4634,0,0,0,0,yes
4635,0,0,0,0,yes
4636,0,0,0,0,no
4637,3,0,0,1,no
4638,0,10,0,0,no
4639,3,0,0,1,no
4640,0,0,0,0,yes
4641,0,0,0,1,no
4642,0,0,0,1,no
4643,0,0,0,0,no
4644,0,0,1,1,no
4645,0,0,0,1,no
4646,0,0,0,0,no
4647,0,0,0,1,no
4648,0,0,0,0,no
4649,0,5,0,1,no
4650,0,0,1,0,no
4651,0,0,1,1,no
4652,0,0,0,1,no
4653,0,0,0,1,yes
4654,0,0,0,0,no
4655,0,0,0,0,yes
4656,0,0,0,0,no
4657,0,5,0,0,no
4658,0,0,0,1,yes
4659,6,0,0,0,no
4660,6,0,0,0,yes
4661,0,0,1,1,no
4662,0,0,0,0,no
4663,3,0,0,0,no
4664,3,0,0,1,yes
4665,0,0,0,0,yes
4666,0,0,0,0,no
4667,0,0,1,0,no
4668,0,0,0,1,no
4669,0,0,0,0,yes
4670,3,0,0,0,no
4671,0,0,0,0,yes
4672,0,0,0,0,yes
4673,3,13,0,0,yes
4674,0,0,0,0,yes
4675,10,0,0,1,yes
4676,0,0,0,0,no
4677,0,0,0,0,yes
4678,3,0,0,0,no
4679,0,0,0,1,no
4680,0,0,0,0,no
4681,0,0,0,0,no
4682,0,0,0,0,no
4683,3,0,0,0,no
4684,0,0,0,0,no
4685,3,0,0,0,no
4686,0,0,0,0,yes
4687,0,0,0,0,yes
4688,0,0,0,0,yes
4689,0,0,0,0,no
4690,3,5,0,1,yes
4691,3,0,0,0,no
4692,0,5,0,0,yes
4693,0,5,0,1,no
4694,3,0,0,1,no
4695,0,0,0,0,yes
4696,0,0,0,0,no
4697,0,0,0,1,no
4698,0,0,0,0,yes
4699,10,0,0,0,no
4700,3,0,0,0,yes
4701,3,0,0,0,yes
4702,3,0,0,1,yes
4703,0,0,0,1,yes
4704,0,0,0,0,no
4705,6,0,0,0,no
4706,0,0,0,1,no
4707,0,0,0,0,no
4708,0,0,0,0,no
4709,0,5,0,0,no
4710,3,0,0,1,no
4711,10,0,0,0,no
4712,0,0,0,1,no
4713,3,5,0,0,no
4714,10,0,0,0,no
4715,3,0,0,1,yes
4716,3,0,0,1,yes
4717,6,0,0,0,yes
4718,0,0,0,1,no
4719,0,0,0,1,no
4720,0,0,1,1,no
4721,6,0,0,0,no
4722,0,10,0,0,yes
4723,0,0,1,0,no
4724,0,0,0,0,yes
4725,0,0,0,0,no
4726,10,0,1,0,yes
4727,0,0,0,0,no
4728,6,5,0,0,no
4729,0,0,1,1,yes
4730,3,0,0,1,yes
4731,0,0,0,1,no
4732,0,5,0,0,no
4733,0,10,1,0,yes
4734,0,5,0,1,no
4735,6,0,0,0,no
4736,3,5,0,0,no
4737,0,0,0,1,no
4738,6,0,0,0,no
4739,0,0,1,0,no
4740,0,0,0,0,no
4741,0,13,0,0,no
4742,3,0,0,0,no
4743,0,0,1,1,no
4744,0,0,0,1,no
4745,0,0,0,0,yes
4746,3,13,0,0,yes
4747,0,0,0,1,yes
4748,0,0,0,0,no
4749,0,0,0,0,no
4750,6,0,0,0,yes
4751,10,0,0,0,no
4752,3,0,0,0,yes
4753,0,0,0,0,yes
4754,10,5,1,0,no
4755,6,0,0,0,no
4756,10,0,0,0,no
4757,0,0,0,0,yes
4758,0,0,0,1,yes
4759,0,0,0,0,no
4760,6,0,0,0,no
4761,0,5,0,1,no
4762,3,0,0,0,yes
4763,3,0,0,0,yes
4764,3,0,0,0,no
4765,3,0,0,0,yes
4766,0,0,0,0,no
4767,3,0,0,0,no
4768,3,0,0,0,yes
4769,6,0,0,0,yes
4770,3,0,0,1,no
4771,3,0,1,0,no
4772,0,0,0,0,no
4773,6,0,0,1,no
4774,0,5,0,1,no
4775,6,0,0,0,yes
4776,0,5,0,0,no
4777,6,0,0,0,no
4778,0,0,0,0,no
4779,0,0,0,0,yes
4780,10,0,0,0,yes
4781,0,0,0,1,yes
4782,0,0,0,1,no
4783,10,0,0,0,no
4784,0,0,0,0,no
4785,0,0,0,1,no
4786,0,5,0,0,yes
4787,0,10,0,1,no
4788,6,10,1,0,no
4789,0,0,0,0,no
4790,3,0,0,1,no
4791,0,5,0,0,no
4792,0,0,0,0,no
4793,0,10,0,0,no
4794,0,0,0,0,no
4795,0,5,0,0,yes
4796,3,0,0,0,no
4797,0,5,0,1,yes
4798,0,0,0,0,no
4799,0,0,0,0,no
4800,0,0,0,0,yes
4801,0,0,0,0,no
4802,6,0,0,0,no
4803,6,0,0,0,no
4804,3,0,0,0,yes
4805,0,0,0,0,no
4806,3,0,0,0,no
4807,0,0,0,1,no
4808,0,0,0,0,yes
4809,3,5,1,0,no
4810,3,0,0,0,no
4811,0,13,0,0,no
4812,0,5,0,0,no
4813,3,10,0,1,no
4814,0,0,0,1,no
4815,0,0,0,0,no
4816,6,0,0,0,no
4817,6,0,0,1,yes
4818,0,0,0,0,yes
4819,3,0,0,1,no
4820,3,0,0,0,yes
4821,0,0,0,0,yes
4822,0,0,0,1,no
4823,0,0,0,1,no
4824,3,0,0,0,no
4825,0,0,0,0,no
4826,0,5,0,0,no
4827,6,13,0,0,no
4828,3,0,1,0,no
4829,6,0,0,0,yes
4830,0,0,0,0,no
4831,0,0,0,0,no
4832,3,0,0,1,no
4833,3,5,0,0,no
4834,3,0,0,0,no
4835,0,0,0,0,no
4836,0,13,0,0,no
4837,0,0,1,0,no
4838,0,0,0,1,no
4839,10,10,0,0,no
4840,3,0,0,1,no
4841,0,0,0,0,no
4842,0,0,0,0,yes
4843,0,5,0,0,no
4844,3,5,0,0,no
4845,0,0,0,0,no
4846,0,5,0,1,no
4847,3,0,0,0,yes
4848,0,0,0,0,no
4849,0,0,0,0,no
4850,6,0,0,0,no
4851,0,0,0,1,yes
4852,3,0,0,1,no
4853,0,0,0,0,yes
4854,0,0,0,1,yes
4855,0,0,0,0,yes
4856,6,0,0,0,no
4857,3,0,0,0,no
4858,0,5,0,1,yes
4859,6,5,0,0,no
4860,0,0,0,0,yes
4861,3,0,1,0,yes
4862,0,0,0,0,yes
4863,0,0,0,0,no
4864,0,0,0,0,no
4865,0,0,0,0,no
4866,0,0,0,0,no
4867,0,0,0,0,no
4868,0,0,0,0,no
4869,0,0,0,0,no
4870,3,0,0,0,yes
4871,3,0,0,0,yes
4872,3,0,0,0,yes
4873,6,5,0,1,no
4874,0,0,0,0,no
4875,0,0,1,0,no
4876,0,0,0,1,yes
4877,0,0,0,0,yes
4878,0,0,1,1,yes
4879,3,0,0,0,no
4880,6,0,0,0,yes
4881,6,0,0,0,no
4882,3,0,0,0,yes
4883,0,0,0,0,no
4884,0,0,1,1,yes
4885,3,0,0,0,no
4886,3,0,0,1,no
4887,0,0,0,0,no
4888,0,0,0,1,no
4889,0,0,0,0,no
4890,0,0,0,0,yes
4891,0,0,0,0,no
4892,3,0,0,0,yes
4893,6,0,0,0,yes
4894,3,0,0,1,no
4895,0,0,0,1,no
4896,3,0,0,1,no
4897,0,13,0,0,no
4898,0,0,0,0,no
4899,0,0,0,0,no
4900,0,0,0,1,no
4901,3,0,0,0,no
4902,0,0,0,0,no
4903,6,0,0,0,no
4904,3,0,0,0,no
4905,3,0,0,1,yes
4906,10,0,1,0,yes
4907,0,0,0,0,no
4908,0,0,0,0,no
4909,0,0,0,0,no
4910,0,5,0,0,yes
4911,0,0,0,0,no
4912,10,0,1,1,no
4913,0,0,0,0,no
4914,0,0,0,0,no
4915,0,0,0,0,no
4916,10,0,0,0,yes
4917,0,0,0,1,no
4918,3,0,0,1,yes
4919,10,0,0,0,no
4920,10,5,0,1,no
4921,3,0,0,1,no
4922,3,0,1,0,no
4923,0,0,0,0,no
4924,0,0,0,0,no
4925,0,13,0,0,yes
4926,10,13,0,0,no
4927,0,0,0,0,no
4928,10,0,0,0,no
4929,0,0,0,0,no
4930,0,13,0,1,yes
4931,0,0,0,1,yes
4932,0,0,0,0,yes
4933,0,10,0,1,no
4934,0,0,1,1,yes
4935,0,0,0,1,no
4936,0,5,0,1,no
4937,0,0,0,1,yes
4938,3,5,0,1,no
4939,0,0,0,0,no
4940,6,0,0,0,no
4941,0,0,0,0,no
4942,0,0,0,0,yes
4943,0,0,0,0,yes
4944,0,10,0,0,no
4945,0,0,0,1,no
4946,0,0,0,0,no
4947,0,0,0,0,yes
4948,0,0,0,0,yes
4949,0,0,0,1,no
4950,6,0,0,1,yes
4951,3,0,0,0,no
4952,0,0,0,0,no
4953,0,0,0,1,no
4954,3,0,0,0,no
4955,3,10,0,1,no
4956,0,0,1,0,no
4957,3,0,0,0,yes
4958,0,5,0,0,yes
4959,6,0,0,1,no
4960,0,0,0,0,no
4961,3,0,0,0,no
4962,3,0,0,1,no
4963,3,0,0,1,yes
4964,6,0,0,0,yes
4965,0,0,0,0,no
4966,0,0,0,0,no
4967,3,0,0,0,no
4968,0,13,0,1,yes
4969,0,0,0,1,no
4970,0,0,0,1,no
4971,10,0,0,0,no
4972,3,0,0,0,yes
4973,0,5,0,0,yes
4974,6,0,0,0,no
4975,0,5,0,0,yes
4976,0,0,0,0,no
4977,0,0,0,0,yes
4978,0,0,0,0,no
4979,0,0,0,1,no
4980,3,0,0,0,no
4981,0,0,0,1,no
4982,0,0,0,1,no
4983,0,0,0,0,no
4984,0,0,0,0,no
4985,10,0,0,0,no
4986,0,5,0,1,no
4987,3,0,0,1,no
4988,0,5,0,1,yes
4989,0,5,0,1,yes
4990,0,0,0,0,no
4991,6,0,0,0,yes
4992,3,0,0,1,no
4993,0,0,0,0,yes
4994,0,5,0,0,no
4995,0,0,0,1,no
4996,0,0,1,0,yes
4997,0,0,0,1,no
4998,0,0,0,0,yes
4999,0,0,0,0,no
5000,0,0,0,0,yes
5001,6,0,0,1,no
5002,0,0,0,0,no
5003,0,0,0,0,no
5004,3,0,0,0,no
5005,6,0,0,0,yes
5006,3,0,0,0,yes
5007,0,5,0,0,no
5008,0,0,0,0,no
5009,0,0,0,1,no
5010,0,0,0,1,no
5011,10,0,0,0,no
5012,3,0,0,0,no
5013,0,0,0,1,no
5014,6,0,0,1,yes
5015,6,0,0,0,no
5016,0,0,0,0,yes
5017,0,0,0,0,yes
5018,0,0,0,0,no
5019,6,0,0,0,no
5020,0,0,0,0,yes
5021,0,0,0,1,yes
5022,6,5,0,0,no
5023,0,5,0,1,yes
5024,0,13,0,1,yes
5025,3,0,0,1,no
5026,0,0,0,0,no
5027,10,0,0,1,no
5028,0,0,1,0,no
5029,0,0,1,0,no
5030,0,0,0,1,no
5031,0,0,0,1,no
5032,0,0,0,0,no
5033,0,0,0,0,no
5034,3,13,0,0,yes
5035,0,0,0,1,no
5036,0,0,0,0,no
5037,0,0,0,0,no
5038,3,0,1,1,no
5039,6,0,0,1,no
5040,3,0,0,0,no
5041,0,0,0,0,no
5042,6,0,0,1,no
5043,0,0,0,1,no
5044,6,0,0,0,no
5045,0,0,0,1,no
5046,0,0,0,0,yes
5047,0,0,0,1,yes
5048,0,0,0,0,yes
5049,3,13,1,1,no
5050,0,0,0,0,yes
5051,0,0,0,0,no
5052,0,0,0,0,no
5053,6,0,0,1,no
5054,0,5,0,0,yes
5055,0,0,0,0,no
5056,0,0,0,0,no
5057,0,0,0,0,yes
5058,0,0,0,1,yes
5059,0,0,0,1,no
5060,0,5,0,1,yes
5061,0,0,0,0,no
5062,0,0,0,0,no
5063,3,5,0,0,yes
5064,10,0,0,0,no
5065,3,0,0,0,no
5066,0,0,0,0,no
5067,0,0,1,1,yes
5068,0,13,0,1,yes
5069,0,0,0,0,no
5070,0,13,0,0,yes
5071,0,0,0,0,no
5072,0,0,0,0,yes
5073,6,0,0,0,no
5074,0,0,1,1,no
5075,0,0,1,0,no
5076,0,0,0,0,no
5077,0,0,0,0,yes
5078,0,0,0,0,no
5079,6,0,0,0,no
5080,6,0,0,0,no
5081,0,0,0,0,no
5082,0,10,0,0,no
5083,0,0,0,1,no
5084,0,0,0,1,yes
5085,6,0,0,0,no
5086,0,0,0,1,no
5087,6,0,0,1,yes
5088,3,0,0,1,yes
5089,6,0,0,0,no
5090,3,5,0,1,no
5091,0,0,1,1,no
5092,3,0,0,1,no
5093,0,0,0,0,no
5094,0,0,0,0,no
5095,6,0,0,0,no
5096,3,0,0,0,no
5097,0,0,0,0,no
5098,0,0,0,1,yes
5099,0,0,0,0,no
5100,0,0,0,0,no
5101,3,0,0,0,yes
5102,3,5,0,1,no
5103,3,0,0,1,no
5104,3,0,0,0,no
5105,10,0,0,0,no
5106,0,0,0,0,yes
5107,0,0,0,1,no
5108,0,0,0,1,no
5109,0,5,0,0,no
5110,0,0,0,0,no
5111,3,0,0,0,yes
5112,0,0,0,0,yes
5113,0,0,0,0,no
5114,0,0,0,0,no
5115,0,0,0,0,yes
5116,0,5,0,0,yes
5117,3,0,0,1,yes
5118,6,0,0,1,yes
5119,10,0,0,1,yes
5120,0,0,0,1,no
5121,0,0,0,1,no
5122,0,13,0,0,yes
5123,3,0,0,0,no
5124,0,0,0,1,no
5125,0,5,0,0,no
5126,10,0,0,0,no
5127,3,5,0,0,yes
5128,0,0,0,1,no
5129,0,13,0,1,no
5130,0,0,0,0,no
5131,10,5,0,0,no
5132,0,0,0,1,yes
5133,3,0,0,1,no
5134,0,0,0,0,yes
5135,3,0,0,0,no
5136,0,0,0,0,yes
5137,3,0,0,1,no
5138,3,0,0,0,no
5139,0,0,0,0,yes
5140,0,0,0,0,no
5141,3,0,0,0,no
5142,10,0,0,0,no
5143,0,0,0,1,no
5144,3,13,0,0,yes
5145,6,0,0,1,yes
5146,6,0,0,1,no
5147,0,0,0,1,no
5148,6,13,1,0,no
5149,0,0,0,1,no
5150,3,5,0,1,no
5151,6,0,0,1,yes
5152,0,0,0,0,no
5153,0,0,0,0,no
